title,genre_ids,year,original_language,TMDb_Rating
Conspiracy Theory,"[28, 18, 9648, 53]",1997,en,6.5
Fury,"[10752, 18, 28]",2014,en,7.4
Six Days Seven Nights,"[28, 12, 35, 10749]",1998,en,5.6
Yogi Bear,"[35, 10751, 16, 12]",2010,en,5.2
Spirit: Stallion of the Cimarron,"[37, 16, 12, 35, 10751]",2002,en,7.4
Zookeeper,"[35, 10749, 10751]",2011,en,5.3
Lost in Space,"[12, 10751, 878]",1998,en,5.0
The Manchurian Candidate,"[18, 53, 9648]",2004,en,6.2
Déjà Vu,"[10749, 18]",1998,en,8.0
Hotel Transylvania 2,"[16, 35, 10751]",2015,en,6.7
Fantasia 2000,"[16, 10751, 10402]",1999,en,7.0
The Time Machine,"[878, 12, 28]",2002,en,5.8
Mighty Joe Young,"[28, 12, 10751, 14]",1998,en,5.9
Swordfish,"[28, 80, 53]",2001,en,6.1
The Legend of Zorro,"[28, 12]",2005,en,5.9
What Dreams May Come,"[18, 14, 10749]",1998,en,6.8
Little Nicky,"[35, 14, 10749]",2000,en,5.2
The Brothers Grimm,"[12, 14, 28, 35, 53]",2005,en,5.6
Mars Attacks!,"[35, 14, 878]",1996,en,6.1
Evolution,"[9648, 18, 27]",2015,fr,6.4
The Edge,"[28, 12, 18]",1997,en,6.7
Surrogates,"[28, 878, 53]",2009,en,5.9
Thirteen Days,"[18, 53]",2000,en,6.9
Daylight,"[28, 12, 53]",1996,en,5.8
Walking With Dinosaurs,"[16, 10751, 12]",2013,en,5.2
Battlefield Earth,"[28, 878, 10752]",2000,en,3.0
Looney Tunes: Back in Action,"[16, 35, 10751]",2003,en,5.6
Nine,"[18, 10402, 10749]",2009,en,5.1
Timeline,"[28, 12, 878]",2003,en,5.4
The Postman,"[18, 12]",1997,en,6.1
Babe: Pig in the City,"[12, 35, 18, 10751, 14]",1998,en,5.2
The Last Witch Hunter,"[14, 28, 12]",2015,en,5.7
Red Planet,"[53, 28, 878]",2000,en,5.4
Arthur and the Invisibles,"[12, 14, 16, 10751]",2006,en,6.0
Oceans,"[99, 10751]",2009,en,7.3
A Sound of Thunder,"[53, 878, 12, 28]",2005,en,4.8
Pompeii,"[28, 12, 36, 10749, 18]",2014,en,5.2
Top Cat Begins,"[35, 16]",2015,es,5.3
A Beautiful Mind,"[18, 10749]",2001,en,7.7
The Lion King,"[10751, 16, 18]",1994,en,8.0
Journey 2: The Mysterious Island,"[12, 28, 878]",2012,en,5.8
Cloudy with a Chance of Meatballs 2,"[16, 10751, 35]",2013,en,6.4
Red Dragon,"[80, 53, 27]",2002,en,6.7
Hidalgo,"[37, 12]",2004,en,6.5
Jack and Jill,[35],2011,en,4.1
2 Fast 2 Furious,"[28, 80, 53]",2003,en,6.2
The Little Prince,"[12, 16, 14]",2015,en,7.6
The Invasion,"[878, 53]",2007,en,5.7
The Adventures of Rocky & Bullwinkle,"[28, 12, 16, 35, 10751]",2000,en,3.9
The Secret Life of Pets,"[16, 10751]",2016,en,5.9
The League of Extraordinary Gentlemen,"[14, 28, 53, 878]",2003,en,5.7
Despicable Me 2,"[16, 35, 10751]",2013,en,7.0
Independence Day,"[28, 12, 878]",1996,en,6.7
The Lost World: Jurassic Park,"[12, 28, 878]",1997,en,6.2
Madagascar,"[10751, 16]",2005,en,6.6
Children of Men,"[18, 28, 53, 878]",2006,en,7.4
X-Men,"[12, 28, 878]",2000,en,6.8
Wanted,"[28, 53, 80]",2008,en,6.4
The Rock,"[28, 12, 53]",1996,en,6.9
Ice Age: The Meltdown,"[16, 10751, 35, 12]",2006,en,6.5
50 First Dates,"[35, 10749]",2004,en,6.6
Hairspray,"[10751, 35, 10402, 10749]",2007,en,6.5
Exorcist: The Beginning,"[27, 9648, 53]",2004,en,4.7
Inspector Gadget,"[28, 12, 35, 10751]",1999,en,4.3
Now You See Me,"[53, 80]",2013,en,7.3
Grown Ups,[35],2010,en,6.0
The Terminal,"[35, 18]",2004,en,7.0
Hotel for Dogs,"[35, 10751]",2009,en,5.7
Vertical Limit,"[28, 12, 53]",2000,en,5.9
Charlie Wilson's War,"[35, 18, 36]",2007,en,6.5
Shark Tale,"[16, 28, 35, 10751]",2004,en,5.8
Dreamgirls,[18],2006,en,6.6
Be Cool,"[35, 80]",2005,en,5.4
Munich,"[18, 28, 36, 53]",2005,en,6.9
Tears of the Sun,"[28, 18, 10752]",2003,en,6.4
Killers,"[28, 35, 53, 10749]",2010,en,5.7
The Man from U.N.C.L.E.,"[35, 28, 12]",2015,en,7.1
Spanglish,[35],2004,en,5.8
Monster House,"[16, 35, 10751, 14]",2006,en,6.3
Bandits,"[28, 35, 80, 10749]",2001,en,6.2
First Knight,"[28, 12, 18, 10749]",1995,en,5.9
Anna and the King,"[18, 36, 10749]",1999,en,6.4
Immortals,"[14, 28, 18]",2011,en,5.7
Hostage,"[9648, 18, 53, 80]",2005,en,6.2
Titan A.E.,"[16, 28, 878, 10751, 12]",2000,en,6.3
Hollywood Homicide,"[28, 12, 35, 53]",2003,en,5.0
Soldier,"[28, 10752, 878]",1998,en,6.1
Carriers,"[28, 18, 27, 878, 53]",2009,en,5.8
Monkeybone,"[12, 14, 16, 28, 35]",2001,en,4.3
Flight of the Phoenix,"[28, 12, 18, 53]",2004,en,5.7
Unbreakable,"[878, 53, 18]",2000,en,6.9
Minions,"[10751, 16, 12, 35]",2015,en,6.4
Sucker Punch,"[28, 14, 53]",2011,en,5.9
Snake Eyes,"[80, 9648]",1998,en,5.8
Sphere,[878],1998,en,5.8
The Angry Birds Movie,"[10751, 16]",2016,en,5.9
Fool's Gold,"[10749, 35, 12]",2008,en,5.4
Funny People,"[35, 18]",2009,en,5.7
The Kingdom,"[53, 28, 18]",2007,en,6.5
Talladega Nights: The Ballad of Ricky Bobby,[35],2006,en,6.2
Dr. Dolittle 2,"[35, 10751, 10749, 14]",2001,en,4.9
Braveheart,"[28, 18, 36, 10752]",1995,en,7.7
Jarhead,"[18, 10752]",2005,en,6.6
The Simpsons Movie,"[16, 35, 10751]",2007,en,6.9
The Majestic,"[18, 10749]",2001,en,6.6
Driven,[28],2001,en,4.5
Two Brothers,"[12, 18, 10751]",2004,en,6.9
The Village,"[18, 9648, 53]",2004,en,6.2
Doctor Dolittle,"[35, 10751, 14]",1998,en,5.4
Signs,"[18, 53, 878, 9648]",2002,en,6.4
Shrek 2,"[12, 16, 35, 10751, 14]",2004,en,6.7
Cars,"[16, 12, 35, 10751]",2006,en,6.6
Runaway Bride,"[35, 10749]",1999,en,5.7
xXx,"[28, 12, 53]",2002,en,5.8
The SpongeBob Movie: Sponge Out of Water,"[16, 12, 35, 10751]",2015,en,5.8
Ransom,"[28, 53]",1996,en,6.4
Inglourious Basterds,"[18, 28, 53, 10752]",2009,en,7.9
Hook,"[12, 14, 35, 10751]",1991,en,6.6
Die Hard 2,"[28, 53]",1990,en,6.6
S.W.A.T.,"[28, 53, 80]",2003,en,5.8
Vanilla Sky,"[18, 9648, 10749, 878, 53]",2001,en,6.5
Lady in the Water,"[18, 53, 14, 9648]",2006,en,5.3
AVP: Alien vs. Predator,"[12, 878, 28]",2004,en,5.5
Alvin and the Chipmunks: The Squeakquel,"[35, 10751, 16, 14, 10402]",2009,en,5.4
We Were Soldiers,"[28, 36, 10752]",2002,en,6.7
Olympus Has Fallen,"[28, 53]",2013,en,6.2
Star Trek: Insurrection,"[878, 28, 12, 53]",1998,en,6.3
Battle: Los Angeles,"[28, 878]",2011,en,5.5
Big Fish,"[12, 14, 18]",2003,en,7.6
Wolf,[14],1994,en,6.0
War Horse,"[18, 10752]",2011,en,7.0
The Monuments Men,"[10752, 18, 36, 28]",2014,en,5.8
The Abyss,"[12, 28, 53, 878]",1989,en,7.1
Wall Street: Money Never Sleeps,"[18, 80]",2010,en,5.8
Dracula Untold,"[27, 28, 18, 14, 10752]",2014,en,6.2
The Siege,"[18, 28, 53, 80]",1998,en,6.0
Stardust,"[12, 14, 10749, 10751]",2007,en,7.1
Seven Years in Tibet,"[12, 18, 36]",1997,en,7.0
The Dilemma,"[35, 18]",2011,en,5.2
Bad Company,"[28, 12, 35, 53]",2002,en,5.4
Doom,"[12, 28, 27]",2005,en,5.0
I Spy,"[28, 12, 35, 53]",2002,en,5.2
Underworld: Awakening,"[14, 28, 27]",2012,en,6.1
Rock of Ages,"[35, 18, 10402, 10749]",2012,en,6.0
Hart's War,"[18, 10752]",2002,en,5.9
Killer Elite,"[28, 12, 53]",2011,en,6.1
Rollerball,"[28, 878, 53]",2002,en,3.4
Ballistic: Ecks vs. Sever,"[28, 12, 53]",2002,en,4.3
Hard Rain,[53],1998,en,5.5
Osmosis Jones,"[12, 16, 28, 35, 10751]",2001,en,5.9
Legends of Oz: Dorothy's Return,"[16, 10402, 10751]",2013,en,5.9
Blackhat,"[80, 18, 9648]",2015,en,5.1
Sky Captain and the World of Tomorrow,"[9648, 28, 53, 878, 12]",2004,en,5.7
Basic Instinct 2,"[80, 9648, 53]",2006,en,4.6
Escape Plan,"[28, 53]",2013,en,6.7
The Legend of Hercules,"[28, 12]",2014,en,4.4
The Sum of All Fears,"[53, 28, 18]",2002,en,5.9
The Twilight Saga: Eclipse,"[12, 14, 18, 10749]",2010,en,5.8
The Score,"[28, 80, 53]",2001,en,6.7
Despicable Me,"[16, 10751]",2010,en,7.1
Money Train,"[28, 35, 80]",1995,en,5.4
Ted 2,[35],2015,en,6.2
Agora,"[12, 18, 36]",2009,en,6.9
Mystery Men,"[12, 14, 28, 35, 878]",1999,en,5.7
Hall Pass,[35],2011,en,5.4
The Insider,"[18, 53]",1999,en,7.3
The Finest Hours,"[28, 18, 36, 53]",2016,en,6.3
Body of Lies,"[28, 18, 53]",2008,en,6.5
Dinner for Schmucks,[35],2010,en,5.5
Abraham Lincoln: Vampire Hunter,"[28, 14, 27]",2012,en,5.5
Entrapment,"[10749, 18, 9648]",1999,en,6.0
The X Files,"[9648, 878, 53]",1998,en,6.6
The Last Legion,"[28, 12, 14, 10752]",2007,en,5.0
Saving Private Ryan,"[18, 36, 10752]",1998,en,7.9
Need for Speed,"[28, 80, 18, 53]",2014,en,6.1
What Women Want,"[35, 10749]",2000,en,6.1
Ice Age,"[16, 35, 10751, 12]",2002,en,7.1
Dreamcatcher,"[18, 27, 878, 53]",2003,en,5.3
Lincoln,"[36, 18]",2012,en,6.7
The Matrix,"[28, 878]",1999,en,7.9
Apollo 13,[18],1995,en,7.3
The Santa Clause 2,"[14, 35, 10751]",2002,en,5.5
Les Misérables,"[18, 10402, 10749]",2012,en,7.1
You've Got Mail,"[35, 10749]",1998,en,6.3
Step Brothers,[35],2008,en,6.5
The Mask of Zorro,"[28, 12]",1998,en,6.3
Due Date,"[35, 18]",2010,en,6.2
Unbroken,"[18, 10752]",2014,en,7.3
Space Cowboys,"[28, 12, 53]",2000,en,6.3
Cliffhanger,"[28, 12, 53]",1993,en,6.1
Broken Arrow,"[28, 12, 18, 53]",1996,en,5.7
The Kid,"[14, 35, 10751]",2000,en,6.0
World Trade Center,"[18, 36, 53]",2006,en,5.9
Mona Lisa Smile,"[18, 10749]",2003,en,6.5
The Dictator,[35],2012,en,5.9
Eyes Wide Shut,"[9648, 18]",1999,en,7.1
Annie,"[35, 18, 10751]",2014,en,6.0
Focus,"[10749, 35, 80, 18]",2015,en,6.7
This Means War,"[28, 35, 10749]",2012,en,5.9
Blade: Trinity,"[878, 28, 27, 53, 12, 14]",2004,en,5.7
Red Dawn,"[28, 53]",1984,en,6.4
Primary Colors,"[35, 18]",1998,en,6.1
Resident Evil: Retribution,"[28, 27, 878]",2012,en,5.6
Death Race,"[28, 53, 878]",2008,en,6.0
The Long Kiss Goodnight,"[80, 28, 9648, 53]",1996,en,6.5
Proof of Life,"[28, 12, 18, 10749, 53]",2000,en,6.0
Zathura: A Space Adventure,"[10751, 14, 878, 12]",2005,en,6.1
Fight Club,[18],1999,en,8.3
We Are Marshall,[18],2006,en,6.7
Hudson Hawk,"[28, 12, 35]",1991,en,5.4
Lucky Numbers,"[28, 12, 35, 80, 10749, 53]",2000,en,4.9
"I, Frankenstein","[27, 53]",2014,en,5.0
Oliver Twist,"[80, 18, 10751]",2005,en,6.7
Elektra,"[28, 14]",2005,en,4.8
Sin City: A Dame to Kill For,"[80, 53]",2014,en,6.3
Random Hearts,"[18, 10749]",1999,en,5.3
Everest,"[12, 18]",2015,en,6.7
Perfume: The Story of a Murderer,"[80, 14, 18]",2006,en,7.1
Austin Powers in Goldmember,"[35, 80, 878]",2002,en,5.9
Astro Boy,"[16, 28, 10751, 878]",2009,en,6.1
Jurassic Park,"[12, 878]",1993,en,7.6
Wyatt Earp,"[18, 28, 37]",1994,en,6.5
Clear and Present Danger,"[28, 18, 53]",1994,en,6.4
Dragon Blade,"[28, 18, 12]",2015,zh,5.9
Little Man,"[35, 80]",2006,en,5.3
U-571,"[28, 18, 53, 10752]",2000,en,6.1
The American President,"[35, 18, 10749]",1995,en,6.5
The Love Guru,"[35, 10749]",2008,en,4.3
3000 Miles to Graceland,"[28, 12, 35, 53, 80]",2001,en,5.8
The Hateful Eight,"[80, 18, 9648, 37]",2015,en,7.6
Blades of Glory,"[28, 35, 18]",2007,en,5.9
Hop,"[16, 35, 10751]",2011,en,5.5
300,"[28, 12, 10752]",2006,en,7.0
Meet the Fockers,"[35, 10749]",2004,en,6.1
Marley & Me,"[35, 10751]",2008,en,6.9
The Green Mile,"[14, 18, 80]",1999,en,8.2
Wild Hogs,"[28, 12, 35]",2007,en,5.6
Chicken Little,"[16, 10751, 35]",2005,en,5.6
Gone Girl,"[9648, 53, 18]",2014,en,7.9
The Bourne Identity,"[28, 18, 9648, 53]",2002,en,7.3
GoldenEye,"[12, 28, 53]",1995,en,6.6
The General's Daughter,"[80, 18, 9648, 53]",1999,en,6.1
The Truman Show,"[35, 18]",1998,en,7.8
The Prince of Egypt,"[12, 16, 18, 10751, 10402]",1998,en,6.8
Daddy Day Care,"[35, 10751]",2003,en,5.6
2 Guns,"[28, 35, 80]",2013,en,6.6
Cats & Dogs,"[35, 10751]",2001,en,5.0
The Italian Job,"[28, 80]",2003,en,6.6
Two Weeks Notice,"[10749, 35]",2002,en,5.9
Antz,"[12, 16, 35, 10751]",1998,en,6.0
Couples Retreat,"[35, 10749]",2009,en,5.3
Days of Thunder,[12],1990,en,5.9
Cheaper by the Dozen 2,[35],2005,en,5.7
Maze Runner: The Scorch Trials,[28],2015,en,6.4
Eat Pray Love,[18],2010,en,5.8
The Family Man,"[35, 18, 10749, 14]",2000,en,6.5
RED,"[28, 12, 35, 80, 53]",2010,en,6.6
Any Given Sunday,[18],1999,en,6.8
The Horse Whisperer,"[18, 10749]",1998,en,6.7
Collateral,"[18, 80, 53]",2004,en,7.0
The Scorpion King,"[28, 14, 12]",2002,en,5.3
Ladder 49,"[18, 28, 53]",2004,en,6.2
Jack Reacher,"[80, 18, 53]",2012,en,6.3
Deep Blue Sea,"[28, 878, 53]",1999,en,5.6
This Is It,"[10402, 99]",2009,en,6.7
Contagion,"[18, 53, 878]",2011,en,6.2
Kangaroo Jack,"[35, 12, 80]",2003,en,4.3
Coraline,"[16, 10751]",2009,en,7.3
The Happening,"[53, 878]",2008,en,4.9
Man on Fire,"[28, 18, 53, 80]",2004,en,7.3
The Shaggy Dog,"[35, 10751]",2006,en,4.5
Starsky & Hutch,"[35, 80]",2004,en,5.6
Jingle All the Way,"[10751, 35]",1996,en,5.5
Hellboy,"[14, 28, 878]",2004,en,6.5
A Civil Action,[18],1998,en,6.1
ParaNorman,"[10751, 16, 12, 35]",2012,en,6.7
The Jackal,"[28, 53, 12, 80]",1997,en,6.1
Paycheck,"[28, 12, 9648, 878, 53]",2003,en,5.9
Up Close & Personal,"[18, 10749]",1996,en,5.9
The Tale of Despereaux,"[12, 16, 10751]",2008,en,5.8
The Tuxedo,"[53, 28, 35, 878]",2002,en,5.3
Under Siege 2: Dark Territory,"[28, 53]",1995,en,5.6
Jack Ryan: Shadow Recruit,"[28, 18, 53]",2014,en,5.9
Joy,"[18, 35]",2015,en,6.4
London Has Fallen,"[28, 80, 53]",2016,en,5.8
Alien: Resurrection,"[878, 27, 28]",1997,en,5.9
Shooter,"[28, 18, 9648, 53, 80]",2007,en,6.9
The Boxtrolls,"[16, 35, 10751, 14]",2014,en,6.6
Practical Magic,"[18, 14, 35]",1998,en,6.3
The Lego Movie,"[12, 16, 35, 10751, 14]",2014,en,7.5
Miss Congeniality 2: Armed and Fabulous,"[28, 35]",2005,en,5.3
Reign of Fire,"[12, 28, 14]",2002,en,6.0
Gangster Squad,"[80, 18, 28, 53]",2013,en,6.2
Year One,"[35, 12]",2009,en,4.6
Invictus,"[18, 36]",2009,en,7.0
State of Play,[28],2009,en,6.7
Duplicity,"[10749, 35, 80]",2009,en,5.7
My Favorite Martian,"[35, 18, 10751, 878]",1999,en,5.1
The Sentinel,"[28, 53, 80]",2006,en,5.8
Planet 51,"[878, 16, 10751, 35, 12]",2009,en,5.6
Star Trek: Nemesis,"[878, 28, 12, 53]",2002,en,6.1
Intolerable Cruelty,"[80, 35, 10749]",2003,en,5.8
Trouble with the Curve,"[18, 10749]",2012,en,6.6
Edge of Darkness,"[80, 18, 9648, 53]",2010,en,6.2
The Relic,"[27, 9648, 53]",1997,en,5.8
Analyze That,"[35, 80]",2002,en,5.7
Righteous Kill,"[28, 80, 18, 53]",2008,en,5.9
Mercury Rising,"[28, 80, 18, 53]",1998,en,6.0
The Soloist,[18],2009,en,6.6
The Legend of Bagger Vance,"[14, 18]",2000,en,6.3
Almost Famous,"[18, 10402]",2000,en,7.4
Garfield: A Tail of Two Kitties,"[16, 35, 10751]",2006,en,5.1
xXx: State of the Union,"[28, 12, 80, 18, 9648, 53]",2005,en,4.7
Priest,"[28, 878, 14, 53, 27]",2011,en,5.4
Sinbad: Legend of the Seven Seas,"[10751, 16, 12]",2003,en,6.6
Event Horizon,"[27, 878, 9648]",1997,en,6.5
Dragonfly,[18],2002,en,6.1
The Black Dahlia,[18],2006,en,5.7
Flyboys,"[28, 12, 18, 36, 10749, 10752]",2006,en,6.3
The Last Castle,"[28, 18, 53]",2001,en,7.0
Supernova,"[27, 878, 53]",2000,en,4.9
Winter's Tale,"[18, 14, 9648, 10749]",2014,en,6.0
The Mortal Instruments: City of Bones,"[28, 12, 18, 9648, 10749, 14]",2013,en,6.2
Meet Dave,"[35, 878, 12, 10751]",2008,en,5.0
Dark Water,"[18, 27, 53]",2005,en,5.3
Edtv,[35],1999,en,5.7
Inkheart,"[12, 10751, 14]",2008,en,6.0
The Spirit,"[28, 35, 53, 80, 878]",2008,en,4.7
Mortdecai,"[35, 12]",2015,en,5.4
In the Name of the King: A Dungeon Siege Tale,"[12, 14, 28, 18]",2007,en,4.1
Beyond Borders,"[18, 10749, 12, 10752]",2003,en,6.7
The Monkey King 2,"[28, 12, 14]",2016,zh,6.0
The Great Raid,"[28, 36, 10752]",2005,en,6.8
Deadpool,"[28, 12, 35]",2016,en,7.4
Holy Man,"[18, 35]",1998,en,4.9
American Sniper,"[10752, 28]",2014,en,7.4
Goosebumps,"[12, 27, 35]",2015,en,6.2
Just Like Heaven,"[35, 14, 10749]",2005,en,6.5
The Flintstones in Viva Rock Vegas,"[878, 35, 10751, 10749]",2000,en,4.4
Rambo III,"[28, 12, 53, 10752]",1988,en,5.7
Leatherheads,"[35, 10749, 18]",2008,en,5.7
The Ridiculous 6,"[35, 37]",2015,en,4.9
Did You Hear About the Morgans?,[35],2009,en,5.1
The Internship,[35],2013,en,6.1
Resident Evil: Afterlife,"[28, 12, 27, 878]",2010,en,5.8
Red Tails,"[18, 28, 12, 36, 10752]",2012,en,5.9
The Devil's Advocate,"[18, 27, 9648, 53]",1997,en,7.2
That's My Boy,[35],2012,en,5.5
DragonHeart,[14],1996,en,6.4
After the Sunset,"[28, 35, 80, 18]",2004,en,6.0
Ghost Rider: Spirit of Vengeance,"[28, 14, 53]",2011,en,4.7
Captain Corelli's Mandolin,"[18, 36, 10749]",2001,en,5.5
The Pacifier,"[28, 35, 18, 10751, 53]",2005,en,5.8
Walking Tall,"[12, 18, 28, 53]",2004,en,6.0
Forrest Gump,"[35, 18, 10749]",1994,en,8.2
Alvin and the Chipmunks,"[35, 10402, 10751, 14, 16]",2007,en,5.5
Meet the Parents,"[35, 10749]",2000,en,6.6
Pocahontas,"[12, 16, 18, 10751]",1995,en,6.7
Superman,"[28, 12, 14, 878]",1978,en,6.9
The Nutty Professor,"[14, 35, 10749, 878]",1996,en,5.4
Hitch,"[35, 18, 10749]",2005,en,6.4
George of the Jungle,"[12, 35, 10751, 10749]",1997,en,5.4
American Wedding,"[35, 10749]",2003,en,6.0
Captain Phillips,"[28, 18, 53]",2013,en,7.6
Date Night,[35],2010,en,5.9
Casper,"[14, 35, 10751]",1995,en,6.0
The Equalizer,"[53, 28, 80]",2014,en,7.1
Maid in Manhattan,"[35, 18, 10749]",2002,en,5.6
Crimson Tide,"[28, 53, 18]",1995,en,7.0
The Pursuit of Happyness,[18],2006,en,7.7
Flightplan,"[53, 18, 9648]",2005,en,6.1
Disclosure,"[18, 53, 80, 9648, 10749]",1994,en,5.9
City of Angels,"[18, 14, 10749]",1998,en,6.4
Kill Bill: Vol. 1,"[28, 80]",2003,en,7.7
Bowfinger,[35],1999,en,6.0
Kill Bill: Vol. 2,"[28, 80, 53]",2004,en,7.6
Tango & Cash,"[28, 12, 35]",1989,en,6.1
Death Becomes Her,"[14, 35]",1992,en,6.3
Shanghai Noon,"[12, 28, 35, 37]",2000,en,6.2
Executive Decision,"[28, 12, 18, 53]",1996,en,5.8
Mr. Popper's Penguins,"[35, 10751]",2011,en,5.7
The Forbidden Kingdom,"[28, 12, 14]",2008,en,6.3
Free Birds,"[16, 35, 10751]",2013,en,5.7
Alien³,"[878, 28, 27]",1992,en,6.2
Evita,"[36, 18, 10402]",1996,en,5.9
Ronin,"[28, 53, 80, 12]",1998,en,6.7
The Ghost and the Darkness,[12],1996,en,6.4
Paddington,"[10751, 35]",2014,en,7.0
The Watch,[35],2012,en,5.3
The Hunted,"[18, 28, 53, 80]",2003,en,6.0
Instinct,"[18, 9648, 53]",1999,en,6.2
Stuck on You,[35],2003,en,5.1
Semi-Pro,[35],2008,en,5.4
The Pirates! In an Adventure with Scientists!,"[16, 12, 10751, 35]",2012,en,6.4
Changeling,"[80, 18, 9648]",2008,en,7.3
Chain Reaction,"[28, 18, 878, 53]",1996,en,5.3
The Fan,"[18, 9648, 53]",1996,en,5.7
The Phantom of the Opera,"[53, 18, 10749]",2004,en,7.0
Elizabeth: The Golden Age,"[18, 36, 10749]",2007,en,6.6
Æon Flux,"[28, 878]",2005,en,5.4
Gods and Generals,"[18, 36, 10752]",2003,en,6.1
Turbulence,"[28, 53, 80]",1997,en,5.2
Imagine That,[35],2009,en,5.7
Muppets Most Wanted,"[35, 12, 80, 10751]",2014,en,6.2
Thunderbirds,"[28, 12, 35, 10751, 14, 878]",2004,en,4.2
Burlesque,"[18, 10749]",2010,en,6.9
A Very Long Engagement,[18],2004,fr,7.1
Lolita,"[18, 10749]",1962,en,7.3
D-Tox,"[28, 53]",2002,en,5.3
Blade II,"[14, 27, 28, 53]",2002,en,6.2
Seven Pounds,[18],2008,en,7.5
Bullet to the Head,"[28, 80, 53]",2013,en,5.2
The Godfather: Part III,"[80, 18, 53]",1990,en,7.1
Elizabethtown,"[35, 18, 10749]",2005,en,6.1
"You, Me and Dupree","[35, 10749]",2006,en,5.4
Superman II,"[28, 12, 14, 878]",1980,en,6.5
Gigli,[18],2003,en,3.5
All the King's Men,"[18, 53]",2006,en,5.7
Shaft,"[28, 12, 80, 53]",2000,en,5.5
Anastasia,"[16, 10751]",1997,en,7.4
Moulin Rouge!,"[18, 10402, 10749]",2001,en,7.4
Domestic Disturbance,"[9648, 53, 80]",2001,en,5.4
Black Mass,"[80, 18]",2015,en,6.3
Flags of Our Fathers,"[10752, 18, 36]",2006,en,6.7
Law Abiding Citizen,"[18, 80, 53]",2009,en,7.2
Grindhouse,"[53, 28, 27]",2007,en,6.8
Beloved,"[18, 53]",1998,en,5.9
Lucky You,"[18, 10749]",2007,en,5.4
Catch Me If You Can,"[18, 80]",2002,en,7.7
Zero Dark Thirty,"[53, 18, 36]",2012,en,6.7
The Break-Up,"[10749, 35]",2006,en,5.6
Mamma Mia!,"[35, 10749]",2008,en,6.4
Valentine's Day,"[35, 10749]",2010,en,5.7
The Dukes of Hazzard,"[28, 12, 35]",2005,en,5.1
The Thin Red Line,"[18, 36, 10752]",1998,en,7.2
The Change-Up,[35],2011,en,5.9
Man on the Moon,"[35, 18, 10749]",1999,en,6.9
Casino,"[18, 80]",1995,en,7.8
From Paris with Love,"[28, 80, 53]",2010,en,6.1
Bulletproof Monk,"[28, 35, 14]",2003,en,5.1
"Me, Myself & Irene",[35],2000,en,6.1
Barnyard,"[16, 35, 10751]",2006,en,5.3
Deck the Halls,"[35, 10751]",2006,en,5.1
The Twilight Saga: New Moon,"[12, 14, 18, 10749]",2009,en,5.6
Shrek,"[12, 16, 35, 10751, 14]",2001,en,7.3
The Adjustment Bureau,"[878, 53, 10749]",2011,en,6.5
Robin Hood: Prince of Thieves,[12],1991,en,6.6
Jerry Maguire,"[35, 18, 10749]",1996,en,6.7
Ted,"[35, 14]",2012,en,6.3
As Good as It Gets,"[35, 10749]",1997,en,7.2
Patch Adams,"[35, 18]",1998,en,7.0
Anchorman 2: The Legend Continues,[35],2013,en,6.0
Mr. Deeds,"[35, 10749]",2002,en,5.6
Super 8,"[53, 878, 9648]",2011,en,6.6
Erin Brockovich,[18],2000,en,7.1
How to Lose a Guy in 10 Days,"[35, 10749]",2003,en,6.3
22 Jump Street,"[80, 35, 28]",2014,en,7.0
Interview with the Vampire,"[27, 10749]",1994,en,7.2
Yes Man,[35],2008,en,6.4
Central Intelligence,"[28, 35]",2016,en,6.2
Stepmom,"[18, 10749]",1998,en,6.9
Daddy's Home,[35],2015,en,5.8
Into the Woods,"[14, 35, 10402]",2014,en,5.6
Inside Man,"[80, 18, 53]",2006,en,7.3
Payback,"[18, 28, 53, 80]",1999,en,6.7
Congo,"[28, 12, 18, 9648, 878, 53]",1995,en,5.0
We Bought a Zoo,"[18, 35, 10751]",2011,en,6.5
Knowing,"[28, 12, 18, 9648, 878, 53]",2009,en,5.9
Failure to Launch,[35],2006,en,5.5
The Ring Two,"[18, 27, 53]",2005,en,5.4
"Crazy, Stupid, Love.","[35, 18, 10749]",2011,en,7.0
Garfield,"[16, 35, 10751]",2004,en,5.2
Christmas with the Kranks,"[35, 10751]",2004,en,5.2
Moneyball,[18],2011,en,7.0
Outbreak,"[28, 18, 878, 53]",1995,en,6.3
Non-Stop,"[28, 53, 9648]",2014,en,6.8
Race to Witch Mountain,"[12, 10751, 14, 878, 53, 28]",2009,en,5.5
V for Vendetta,"[28, 53, 14]",2006,en,7.7
Shanghai Knights,"[28, 12, 35, 37]",2003,en,6.0
Curious George,"[12, 16, 35, 10751]",2006,en,6.2
Herbie Fully Loaded,"[35, 10751, 12, 14, 10749]",2005,en,5.1
Don't Say a Word,[53],2001,en,6.0
Hansel & Gretel: Witch Hunters,"[14, 27, 28]",2013,en,5.7
Unfaithful,"[53, 18]",2002,en,6.3
I Am Number Four,"[28, 53, 878, 12]",2011,en,5.9
Syriana,"[18, 53]",2005,en,6.3
13 Hours: The Secret Soldiers of Benghazi,"[28, 18, 36, 53, 10752]",2016,en,7.0
The Book of Life,"[10749, 16, 12, 35, 10751, 14]",2014,en,7.3
Firewall,[53],2006,en,5.6
Absolute Power,"[80, 18, 53]",1997,en,6.4
G.I. Jane,"[28, 18]",1997,en,6.0
The Game,"[18, 53, 9648]",1997,en,7.5
Silent Hill,"[27, 9648]",2006,en,6.3
